,CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (µM),IC50 (µM),Amax,ActArea,CCLE name,Cell line primary name,Cell line aliases,Gender,Site Primary,Histology,Hist Subtype1,CCLE tumor type,CCLE tumor type 2,Notes,Source,Expression arrays,SNP arrays,Hybrid capture/Sequencing,OncoMap,Drug sensitivity profiling
49,BT474_BREAST,BT-474,AZD0530,ABL,0.008,3.97,5.26,8,Sigmoid,2.62784934,3.093749285,-69.81137085,0.8074,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
49,BT474_BREAST,BT-474,AZD0530,ABL,0.025,-24.0,7.16,8,Sigmoid,2.62784934,3.093749285,-69.81137085,0.8074,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
49,BT474_BREAST,BT-474,AZD0530,ABL,0.08,-6.0,6.65,8,Sigmoid,2.62784934,3.093749285,-69.81137085,0.8074,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
49,BT474_BREAST,BT-474,AZD0530,ABL,0.25,-7.2,2.43,8,Sigmoid,2.62784934,3.093749285,-69.81137085,0.8074,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
49,BT474_BREAST,BT-474,AZD0530,ABL,0.8,4.54,26.1,8,Sigmoid,2.62784934,3.093749285,-69.81137085,0.8074,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
49,BT474_BREAST,BT-474,AZD0530,ABL,2.53,-34.0,0.94,8,Sigmoid,2.62784934,3.093749285,-69.81137085,0.8074,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
49,BT474_BREAST,BT-474,AZD0530,ABL,8.0,-70.0,3.78,8,Sigmoid,2.62784934,3.093749285,-69.81137085,0.8074,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
50,BT474_BREAST,BT-474,AZD6244,MEK,0.0025,-5.7,4.75,8,Constant,,8.0,-6.134223938,0.1287,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
50,BT474_BREAST,BT-474,AZD6244,MEK,0.008,-19.0,30.3,8,Constant,,8.0,-6.134223938,0.1287,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
50,BT474_BREAST,BT-474,AZD6244,MEK,0.025,-11.0,7.7,8,Constant,,8.0,-6.134223938,0.1287,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
50,BT474_BREAST,BT-474,AZD6244,MEK,0.08,-7.6,1.51,8,Constant,,8.0,-6.134223938,0.1287,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
50,BT474_BREAST,BT-474,AZD6244,MEK,0.25,2.35,16.8,8,Constant,,8.0,-6.134223938,0.1287,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
50,BT474_BREAST,BT-474,AZD6244,MEK,0.8,2.61,10.5,8,Constant,,8.0,-6.134223938,0.1287,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
50,BT474_BREAST,BT-474,AZD6244,MEK,2.53,-4.6,11.5,8,Constant,,8.0,-6.134223938,0.1287,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
50,BT474_BREAST,BT-474,AZD6244,MEK,8.0,0.74,21.5,8,Constant,,8.0,-6.134223938,0.1287,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
51,BT474_BREAST,BT-474,Erlotinib,EGFR,0.0025,18.0,27.3,8,Sigmoid,0.981348634,8.0,-27.10237503,0.3156,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
51,BT474_BREAST,BT-474,Erlotinib,EGFR,0.008,11.3,14.1,8,Sigmoid,0.981348634,8.0,-27.10237503,0.3156,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
51,BT474_BREAST,BT-474,Erlotinib,EGFR,0.025,-0.93,4.47,8,Sigmoid,0.981348634,8.0,-27.10237503,0.3156,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
51,BT474_BREAST,BT-474,Erlotinib,EGFR,0.08,16.6,22.1,8,Sigmoid,0.981348634,8.0,-27.10237503,0.3156,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
51,BT474_BREAST,BT-474,Erlotinib,EGFR,0.25,31.2,15.6,8,Sigmoid,0.981348634,8.0,-27.10237503,0.3156,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
51,BT474_BREAST,BT-474,Erlotinib,EGFR,0.8,-0.7,2.27,8,Sigmoid,0.981348634,8.0,-27.10237503,0.3156,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
51,BT474_BREAST,BT-474,Erlotinib,EGFR,2.53,-23.0,8.09,8,Sigmoid,0.981348634,8.0,-27.10237503,0.3156,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
51,BT474_BREAST,BT-474,Erlotinib,EGFR,8.0,-30.0,6.06,8,Sigmoid,0.981348634,8.0,-27.10237503,0.3156,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
52,BT474_BREAST,BT-474,L-685458,GS,0.0025,15.3,10.9,8,Sigmoid,4.164809704,4.468088627,-87.94115448,0.7397,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
52,BT474_BREAST,BT-474,L-685458,GS,0.008,-12.0,1.47,8,Sigmoid,4.164809704,4.468088627,-87.94115448,0.7397,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
52,BT474_BREAST,BT-474,L-685458,GS,0.025,-2.8,8.64,8,Sigmoid,4.164809704,4.468088627,-87.94115448,0.7397,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
52,BT474_BREAST,BT-474,L-685458,GS,0.08,1.78,19.2,8,Sigmoid,4.164809704,4.468088627,-87.94115448,0.7397,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
52,BT474_BREAST,BT-474,L-685458,GS,0.25,11.1,2.46,8,Sigmoid,4.164809704,4.468088627,-87.94115448,0.7397,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
52,BT474_BREAST,BT-474,L-685458,GS,0.8,8.85,3.61,8,Sigmoid,4.164809704,4.468088627,-87.94115448,0.7397,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
52,BT474_BREAST,BT-474,L-685458,GS,2.53,1.47,1.45,8,Sigmoid,4.164809704,4.468088627,-87.94115448,0.7397,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
52,BT474_BREAST,BT-474,L-685458,GS,8.0,-88.0,6.28,8,Sigmoid,4.164809704,4.468088627,-87.94115448,0.7397,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
53,BT474_BREAST,BT-474,LBW242,XIAP,0.0025,-5.1,4.97,8,Constant,,8.0,1.112104297,0.1639,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
53,BT474_BREAST,BT-474,LBW242,XIAP,0.008,12.9,7.28,8,Constant,,8.0,1.112104297,0.1639,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
53,BT474_BREAST,BT-474,LBW242,XIAP,0.025,-1.8,10.8,8,Constant,,8.0,1.112104297,0.1639,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
53,BT474_BREAST,BT-474,LBW242,XIAP,0.08,-6.4,14.9,8,Constant,,8.0,1.112104297,0.1639,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
53,BT474_BREAST,BT-474,LBW242,XIAP,0.25,3.96,0.82,8,Constant,,8.0,1.112104297,0.1639,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
53,BT474_BREAST,BT-474,LBW242,XIAP,0.8,4.62,4.07,8,Constant,,8.0,1.112104297,0.1639,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
53,BT474_BREAST,BT-474,LBW242,XIAP,2.53,-11.0,6.85,8,Constant,,8.0,1.112104297,0.1639,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
53,BT474_BREAST,BT-474,LBW242,XIAP,8.0,0.29,0.043,8,Constant,,8.0,1.112104297,0.1639,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
54,BT474_BREAST,BT-474,Lapatinib,EGFR,0.0025,8.41,28.5,8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
54,BT474_BREAST,BT-474,Lapatinib,EGFR,0.008,-17.0,21.1,8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
54,BT474_BREAST,BT-474,Lapatinib,EGFR,0.025,-31.0,13.7,8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
54,BT474_BREAST,BT-474,Lapatinib,EGFR,0.08,-43.0,15.8,8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
54,BT474_BREAST,BT-474,Lapatinib,EGFR,0.25,-59.0,16.8,8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
54,BT474_BREAST,BT-474,Lapatinib,EGFR,0.8,-83.0,0.15,8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
54,BT474_BREAST,BT-474,Lapatinib,EGFR,2.53,-96.0,1.0,8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
54,BT474_BREAST,BT-474,Lapatinib,EGFR,8.0,-120.0,0.41,8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
55,BT474_BREAST,BT-474,Nilotinib,ABL,0.0025,0.75,2.65,8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
55,BT474_BREAST,BT-474,Nilotinib,ABL,0.008,13.1,4.71,8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
55,BT474_BREAST,BT-474,Nilotinib,ABL,0.025,-2.3,4.82,8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
55,BT474_BREAST,BT-474,Nilotinib,ABL,0.08,14.5,12.2,8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
55,BT474_BREAST,BT-474,Nilotinib,ABL,0.25,-4.7,18.2,8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
55,BT474_BREAST,BT-474,Nilotinib,ABL,0.8,2.28,2.01,8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
55,BT474_BREAST,BT-474,Nilotinib,ABL,2.53,-7.9,24.3,8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
55,BT474_BREAST,BT-474,Nilotinib,ABL,8.0,-63.0,12.1,8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
56,BT474_BREAST,BT-474,Nutlin-3,MDM2,0.0025,3.82,8.1,8,Constant,,8.0,-1.884506941,0.2468,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
56,BT474_BREAST,BT-474,Nutlin-3,MDM2,0.008,11.9,21.1,8,Constant,,8.0,-1.884506941,0.2468,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
56,BT474_BREAST,BT-474,Nutlin-3,MDM2,0.025,-21.0,14.9,8,Constant,,8.0,-1.884506941,0.2468,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
56,BT474_BREAST,BT-474,Nutlin-3,MDM2,0.08,2.98,5.03,8,Constant,,8.0,-1.884506941,0.2468,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
56,BT474_BREAST,BT-474,Nutlin-3,MDM2,0.25,-12.0,11.7,8,Constant,,8.0,-1.884506941,0.2468,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
56,BT474_BREAST,BT-474,Nutlin-3,MDM2,0.8,-0.4,1.86,8,Constant,,8.0,-1.884506941,0.2468,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
56,BT474_BREAST,BT-474,Nutlin-3,MDM2,2.53,-6.6,3.3,8,Constant,,8.0,-1.884506941,0.2468,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
56,BT474_BREAST,BT-474,Nutlin-3,MDM2,8.0,-11.0,20.7,8,Constant,,8.0,-1.884506941,0.2468,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
57,BT474_BREAST,BT-474,PD-0325901,MEK,0.0025,-8.6,19.8,8,Constant,,8.0,-7.477146149,0.5865,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
57,BT474_BREAST,BT-474,PD-0325901,MEK,0.008,-15.0,16.2,8,Constant,,8.0,-7.477146149,0.5865,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
57,BT474_BREAST,BT-474,PD-0325901,MEK,0.025,5.28,17.4,8,Constant,,8.0,-7.477146149,0.5865,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
57,BT474_BREAST,BT-474,PD-0325901,MEK,0.08,-26.0,7.41,8,Constant,,8.0,-7.477146149,0.5865,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
57,BT474_BREAST,BT-474,PD-0325901,MEK,0.25,-11.0,20.1,8,Constant,,8.0,-7.477146149,0.5865,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
57,BT474_BREAST,BT-474,PD-0325901,MEK,0.8,-7.0,0.24,8,Constant,,8.0,-7.477146149,0.5865,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
57,BT474_BREAST,BT-474,PD-0325901,MEK,2.53,0.15,11.9,8,Constant,,8.0,-7.477146149,0.5865,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
57,BT474_BREAST,BT-474,PD-0325901,MEK,8.0,-23.0,7.38,8,Constant,,8.0,-7.477146149,0.5865,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
58,BT474_BREAST,BT-474,PD-0332991,CDK4,0.0025,-13.0,1.51,8,Sigmoid,2.085233688,8.0,-39.83487701,1.0329,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
58,BT474_BREAST,BT-474,PD-0332991,CDK4,0.008,-15.0,23.5,8,Sigmoid,2.085233688,8.0,-39.83487701,1.0329,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
58,BT474_BREAST,BT-474,PD-0332991,CDK4,0.025,-5.7,8.78,8,Sigmoid,2.085233688,8.0,-39.83487701,1.0329,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
58,BT474_BREAST,BT-474,PD-0332991,CDK4,0.08,-20.0,14.3,8,Sigmoid,2.085233688,8.0,-39.83487701,1.0329,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
58,BT474_BREAST,BT-474,PD-0332991,CDK4,0.25,-18.0,4.43,8,Sigmoid,2.085233688,8.0,-39.83487701,1.0329,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
58,BT474_BREAST,BT-474,PD-0332991,CDK4,0.8,-24.0,10.2,8,Sigmoid,2.085233688,8.0,-39.83487701,1.0329,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
58,BT474_BREAST,BT-474,PD-0332991,CDK4,2.53,-31.0,3.16,8,Sigmoid,2.085233688,8.0,-39.83487701,1.0329,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
58,BT474_BREAST,BT-474,PD-0332991,CDK4,8.0,-40.0,4.35,8,Sigmoid,2.085233688,8.0,-39.83487701,1.0329,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
59,BT474_BREAST,BT-474,PF2341066,c-MET,0.0025,-9.5,10.2,8,Constant,,8.0,0.928014755,0.2296,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
59,BT474_BREAST,BT-474,PF2341066,c-MET,0.008,1.41,2.48,8,Constant,,8.0,0.928014755,0.2296,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
59,BT474_BREAST,BT-474,PF2341066,c-MET,0.025,-9.2,21.6,8,Constant,,8.0,0.928014755,0.2296,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
59,BT474_BREAST,BT-474,PF2341066,c-MET,0.08,2.49,0.19,8,Constant,,8.0,0.928014755,0.2296,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
59,BT474_BREAST,BT-474,PF2341066,c-MET,0.25,-0.23,24.7,8,Constant,,8.0,0.928014755,0.2296,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
59,BT474_BREAST,BT-474,PF2341066,c-MET,0.8,5.94,5.78,8,Constant,,8.0,0.928014755,0.2296,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
59,BT474_BREAST,BT-474,PF2341066,c-MET,2.53,3.58,21.1,8,Constant,,8.0,0.928014755,0.2296,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
59,BT474_BREAST,BT-474,PF2341066,c-MET,8.0,-19.0,3.77,8,Constant,,8.0,0.928014755,0.2296,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
60,BT474_BREAST,BT-474,PHA-665752,c-MET,0.0025,-1.0,6.65,8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
60,BT474_BREAST,BT-474,PHA-665752,c-MET,0.008,7.84,23.6,8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
60,BT474_BREAST,BT-474,PHA-665752,c-MET,0.025,-8.2,9.37,8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
60,BT474_BREAST,BT-474,PHA-665752,c-MET,0.08,-18.0,2.1,8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
60,BT474_BREAST,BT-474,PHA-665752,c-MET,0.25,-1.2,1.0,8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
60,BT474_BREAST,BT-474,PHA-665752,c-MET,0.8,-3.3,8.9,8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
60,BT474_BREAST,BT-474,PHA-665752,c-MET,2.53,-13.0,9.36,8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
60,BT474_BREAST,BT-474,PHA-665752,c-MET,8.0,-43.0,14.0,8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
61,BT474_BREAST,BT-474,PLX4720,RAF,0.0025,-3.3,16.9,8,Constant,,8.0,-4.505862713,0.1735,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
61,BT474_BREAST,BT-474,PLX4720,RAF,0.008,-13.0,8.77,8,Constant,,8.0,-4.505862713,0.1735,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
61,BT474_BREAST,BT-474,PLX4720,RAF,0.025,22.4,28.8,8,Constant,,8.0,-4.505862713,0.1735,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
61,BT474_BREAST,BT-474,PLX4720,RAF,0.08,-12.0,19.1,8,Constant,,8.0,-4.505862713,0.1735,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
61,BT474_BREAST,BT-474,PLX4720,RAF,0.25,-9.9,15.5,8,Constant,,8.0,-4.505862713,0.1735,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
61,BT474_BREAST,BT-474,PLX4720,RAF,0.8,-4.3,7.09,8,Constant,,8.0,-4.505862713,0.1735,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
61,BT474_BREAST,BT-474,PLX4720,RAF,2.53,3.63,8.9,8,Constant,,8.0,-4.505862713,0.1735,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
61,BT474_BREAST,BT-474,PLX4720,RAF,8.0,-13.0,1.87,8,Constant,,8.0,-4.505862713,0.1735,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
62,BT474_BREAST,BT-474,Paclitaxel,TUBB1,0.0025,2.39,2.18,8,Sigmoid,0.012523146,0.016556622,-79.01792145,3.3674,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
62,BT474_BREAST,BT-474,Paclitaxel,TUBB1,0.008,-18.0,3.69,8,Sigmoid,0.012523146,0.016556622,-79.01792145,3.3674,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
62,BT474_BREAST,BT-474,Paclitaxel,TUBB1,0.025,-64.0,11.7,8,Sigmoid,0.012523146,0.016556622,-79.01792145,3.3674,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
62,BT474_BREAST,BT-474,Paclitaxel,TUBB1,0.08,-78.0,4.98,8,Sigmoid,0.012523146,0.016556622,-79.01792145,3.3674,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
62,BT474_BREAST,BT-474,Paclitaxel,TUBB1,0.25,-81.0,3.32,8,Sigmoid,0.012523146,0.016556622,-79.01792145,3.3674,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
62,BT474_BREAST,BT-474,Paclitaxel,TUBB1,0.8,-71.0,10.3,8,Sigmoid,0.012523146,0.016556622,-79.01792145,3.3674,BT474_BREAST,BT-474,,F,breast,carcinoma,ductal_carcinoma,breast,solid,,ATCC,1,1,1,1,1
